Link,Headline,Date,Description
https://www.cnn.com/2024/02/28/sport/anthony-kim-return-liv-golf-spt-intl/index.html,Anthony Kim mysteriously disappeared from golf 12 years ago. Now LIV Golf has confirmed his return,"Feb 28, 2024","It’s been more than a decade since Anthony Kim teed up a ball at a professional event. Now, a tour that didn’t exist when he left has announced his return from golf’s wilderness."
https://www.cnn.com/2024/02/28/us/5-things-to-know-for-feb-28-presidential-race-texas-wildfires-immigration-middle-east-ivf-treatments/index.html,"5 things to know for Feb. 28: Presidential race, Texas wildfires, Immigration, Middle East, IVF treatments","Feb 28, 2024",CNN’s 5 Things brings you the news you need to know every morning.
https://www.cnn.com/2024/02/27/politics/biden-trump-michigan-primaries/index.html,Biden and Trump win Michigan primaries,"Feb 27, 2024",President Joe Biden and former President Donald Trump won their respective parties’ primaries in Michigan on Tuesday.
https://www.cnn.com/2024/02/27/politics/mar-a-lago-trump-codefendants-classified-records/index.html,Judge denies efforts by Trump co-defendants to see classified material they allegedly helped conceal at Mar-a-Lago,"Feb 27, 2024",The judge presiding over the Mar-a-Lago documents case on Tuesday denied efforts by Donald Trump’s co-defendants to view the classified records they allegedly moved around the former president’s Florida residence for him.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-27-24/index.html,"February 27, 2024 - Russia-Ukraine news","Feb 27, 2024","Ukrainian resistance forces blew up an office of Russian President Vladimir Putin’s “United Russia” party, according to Ukraine’s National Resistance Center."
https://www.cnn.com/2024/02/27/politics/biden-campaign-trump-age/index.html,Biden tries out a new line of attack on Trump: The former president’s age,"Feb 27, 2024","President Joe Biden on Monday pointedly explored a new line of attack against his once-and-likely-future opponent Donald Trump, mocking Trump’s age as Biden tries to turn the tables on one of his greatest political liabilities."
https://www.cnn.com/2024/02/27/opinions/trump-black-voters-biden-presidency-nelson/index.html,Opinion: Does Trump think he can win Black voters by offending us?,"Feb 27, 2024","Former President Donald Trump’s remarks at the Black Conservative Federation gala in South Carolina seemed to court Black voters using offensive and derogatory language, writes Sophia A. Nelson. This latest tactic won’t and shouldn’t work, ..."
https://www.cnn.com/cnn-underscored/home/christian-siriano-party-hosting-essentials,The Essentials List: Designer Christian Siriano shares his party hosting essentials,"Feb 27, 2024",Fashion designer Christian Siriano shares his essentials for throwing a successful soiree.
https://www.cnn.com/2024/02/27/investing/trump-market-crash-election/index.html,Trump warns the market will crash if he loses. Investors just laugh,"Feb 27, 2024",Former President Donald Trump is once again warning the stock market is doomed unless voters return him to the White House.
https://www.cnn.com/2024/02/27/politics/immigration-republicans-trump-analysis/index.html,How the GOP’s rightward shift on immigration helps explain Trump’s primary success,"Feb 27, 2024","One key reason for Donald Trump’s dominance in the GOP presidential race may be hiding in plain sight: Even compared to 2016, the Republican electorate has moved sharply to the right on immigration. That shift on one of Trump’s signature issues ..."
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-26-24/index.html,"February 26, 2024 - Russia-Ukraine news","Feb 26, 2024",President Volodymyr Zelensky told CNN “millions” could die in Ukraine’s war with Russia if US lawmakers don’t approve a $60 billion aid request for Kyiv.
https://www.cnn.com/2024/02/26/politics/donald-trump-jr-police-investigation-letter-white-powder/index.html,Police investigating after letter with white powder found at Donald Trump Jr.’s Florida home,"Feb 26, 2024",Authorities are investigating after Donald Trump Jr. on Monday opened a letter with unidentified white powder at his Florida home.
https://www.cnn.com/2024/02/26/media/legal-fees-new-york-times-donald-trump/index.html,Trump pays $392k in legal fees to New York Times after failed lawsuit over disclosure of his tax documents,"Feb 26, 2024","Donald Trump has paid $392,000 to The New York Times to cover the legal costs from his failed lawsuit against the newspaper and its journalists over a 2018 investigation into his finances that included confidential tax records, a spokesman ..."
https://www.cnn.com/2024/02/26/politics/fact-check-trump-beverly-hills-restricts-residents-tooth-brushing-showering/index.html,Fact check: Trump falsely claims Beverly Hills restricts residents’ tooth-brushing and showering,"Feb 26, 2024","Former President Donald Trump makes up stories about a dizzying variety of topics. One of the oddest subjects of his fiction is household water rules in the wealthy Los Angeles-area city of Beverly Hills, where he used to own a home."
https://www.cnn.com/2024/02/26/politics/gag-order-request-trump-new-york-hush-money-case/index.html,"Manhattan DA seeks gag order on Trump in criminal hush money case, citing voluminous threats to office staff","Feb 26, 2024",Manhattan prosecutors are asking the judge overseeing Donald Trump’s criminal case involving hush money payments to impose a gag order to stop the former president from publicly disparaging potential witnesses and others involved in the trial.
https://www.cnn.com/2024/02/26/politics/trump-appeal-civil-fraud-new-york/index.html,"Trump, adult sons and former Trump Org. officials appeal civil fraud judgment in New York","Feb 26, 2024","Donald Trump, his adult sons, and two former Trump Organization officials have appealed the $464 million judgment entered against them in the New York attorney general’s civil fraud case."
https://www.cnn.com/2024/02/26/politics/biden-southern-border-thursday/index.html,Biden and Trump to visit US-Mexico border on same day this week,"Feb 26, 2024","President Joe Biden is set to make a rare trip to the US-Mexico border, setting up a split screen with 2024 rival former President Donald Trump, who has made Biden’s handling of immigration a centerpiece of his reelection effort."
https://www.cnn.com/2024/02/26/politics/kenneth-chesebro-secret-twitter-account-kfile/index.html,Exclusive: Key figure in fake electors plot concealed damning posts on secret Twitter account from investigators,"Feb 26, 2024","Kenneth Chesebro, the right-wing attorney who helped devise the Trump campaign’s fake electors plot in 2020, concealed a secret Twitter account from Michigan prosecutors, hiding dozens of damning posts that undercut his ..."
https://www.cnn.com/2024/02/26/europe/zelensky-interview-ukraine-war-aid-trump-intl/index.html,Zelensky says Trump doesn’t understand Putin because he has never fought him,"Feb 26, 2024","Former US President Donald Trump will be “against Americans” if he chooses to support Russia over Ukraine, the war-torn country’s President Volodymyr Zelensky said Sunday."
https://www.cnn.com/2024/02/26/politics/republicans-trump-ukraine-aid/index.html,Many Republicans will snub Zelensky’s desperate plea for aid. Here’s why,"Feb 26, 2024",There is a simple reason why many Republicans will snub Ukrainian President Volodymyr Zelensky’s desperate plea for billions of dollars in arms and ammunition.
https://www.cnn.com/2024/02/26/us/5-things-to-know-for-feb-26-presidential-race-ukraine-middle-east-global-warming-university-of-georgia/index.html,"5 things to know for Feb. 26: Presidential race, Ukraine, Middle East, Global warming, University of Georgia","Feb 26, 2024",CNN’s 5 Things brings you the news you need to know every morning.
https://www.cnn.com/2024/02/26/politics/ron-desantis-2028/index.html,DeSantis moves toward running again in 2028 – and draws ire from Trump’s inner circle,"Feb 26, 2024","A month after ending his White House bid, Florida Gov. Ron DeSantis is already making moves toward his next one."
https://www.cnn.com/2024/02/26/politics/trump-judge-cannon-chutkan-trial-plan/index.html,Trump’s plan to use Judge Cannon to block Judge Chutkan and avoid trial,"Feb 26, 2024",Former President Donald Trump’s lawyers see a major opportunity this week to use his criminal document mishandling case in Florida to create an impasse on his calendar for the two federal judges overseeing his major criminal cases.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-25-24/index.html,"February 25, 2024 - Russia-Ukraine news","Feb 25, 2024",Ukrainian President Volodymyr Zelensky insists Ukraine “will succeed” as it enters the third year of Russia’s invasion.
https://www.cnn.com/2024/02/25/politics/john-thune-donald-trump-endorsement/index.html,No. 2 Senate Republican endorses Trump for president,"Feb 25, 2024","GOP Sen. John Thune, the number two Republican in the Senate, is endorsing former President Donald Trump as the party’s nominee, his office confirmed to CNN."
https://www.cnn.com/politics/live-news/south-carolina-primary-02-24-24/index.html,Trump wins South Carolina GOP primary as Haley vows to stay in race,"Feb 25, 2024",Former President Donald Trump continues his dominant march toward the GOP nomination after defeating rival Nikki Haley in her home state of South Carolina. Follow for live news updates.
https://www.cnn.com/2024/02/25/us/5-things-february-25-trnd/index.html,"Start your week smart: Trump wins South Carolina, Navalny’s body, NRA verdict, Alabama IVF ruling, Georgia student killed","Feb 25, 2024",CNN’s 5 Things brings you the news you need to start your week smart.
https://www.cnn.com/2024/02/25/opinions/nikki-haleys-jon-snow-moment-galant/index.html,Opinion: Nikki Haley’s Jon Snow moment,"Feb 25, 2024","Haley’s increasingly sharp criticism of the former president stands out in a party whose leaders are, for the most part, eager to show the MAGA universe that they are true Donald Trump believers, whatever they may say in private. After losing in South ..."
https://www.cnn.com/2024/02/25/europe/russia-presidential-election-explainer-putin-intl/index.html,Russia’s presidential election is nearing. We already know who the winner will be,"Mar 08, 2024",Russia is nearing a presidential election that is all but certain to extend Vladimir Putin’s term in office throughout this decade and into the 2030s.
https://www.cnn.com/2024/02/25/politics/mike-johnson-matt-gaetz-trump/index.html,How Johnson wooed Trump to back a GOP congressman targeted by Gaetz,"Feb 25, 2024",Speaker Mike Johnson and his top lieutenants had a mission last week when they made a trek to Mar-a-Lago: Secure a Donald Trump endorsement for an incumbent House Republican over an insurgent primary rival boosted by Rep. Matt Gaetz.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-24-24/index.html,"February 24, 2024 - Russia-Ukraine news","Feb 24, 2024","It’s been two years since Russia began its full-scale invasion of Ukraine, and world leaders are urging continued support for President Volodymyr Zelensky."
https://www.cnn.com/2024/02/24/politics/donald-trump-south-carolina-primary/index.html,"Trump wins South Carolina primary, as he closes in on the Republican nomination","Feb 24, 2024","Former President Donald Trump won South Carolina’s Republican presidential primary Saturday, further tightening his grip on the nomination and leaving his last remaining major rival, Nikki Haley, to consider her dwindling options."
https://www.cnn.com/2024/02/24/opinions/south-carolina-primary-haley-trump-duncan/index.html,"Opinion: Trump may have won South Carolina, but Haley could still come out on top","Feb 24, 2024","Nikki Haley’s defeat in the South Carolina primary shouldn’t represent the death knell for her campaign, writes Geoff Duncan."
https://www.cnn.com/2024/02/24/opinions/trump-wins-south-caroline-haley-antle/index.html,"Opinion: If Haley wants a political future, she needs to drop out","Feb 24, 2024","It is the end of the road for Nikki Haley. The former South Carolina governor and U.S. ambassador to the United Nations was the last major GOP primary candidate standing against former President Donald Trump, but her defeat in her home state ..."
https://www.cnn.com/2024/02/24/politics/cpac-trump-potential-running-mates/index.html,"At CPAC, Trump’s potential running mates compete to prove their loyalty","Feb 24, 2024","After taking the Conservative Political Action Conference stage Friday to a crisply edited hype video, New York Rep. Elise Stefanik invoked Donald Trump about two dozen times as she heaped praise on the front-runner for the Republican ..."
https://www.cnn.com/2024/02/24/politics/cpac-speech-trump/index.html,"Trump declares himself a ‘political dissident’ at CPAC, capping a conference catered to conspiracies","Feb 24, 2024","Former President Donald Trump declared himself a “proud political dissident” on Saturday, telling a conservative gathering that his reelection would be “liberation day” for his supporters and “judgement day” for his political enemies."
https://www.cnn.com/2024/02/24/politics/fact-check-trump-delivers-another-lie-filled-cpac-speech/index.html,Fact check: Trump delivers another lie-filled CPAC speech,"Feb 24, 2024",The Conservative Political Action Conference has been the venue for some of former President Donald Trump’s most dishonest speeches – lengthy lie-filled addresses in which he has regaled friendly crowds with many of his favorite false claims.
https://www.cnn.com/2024/02/22/opinions/what-trumps-vp-shortlist-reveals-zelizer/index.html,Opinion: What Trump’s VP shortlist reveals,"Feb 24, 2024","Former President Donald Trump acknowledged that there were at least six people on his shortlist for the vice presidency, writes Julian Zelizer."
https://www.cnn.com/2024/02/24/politics/rnc-resolutions-trump-republicans/index.html,RNC circulates resolutions that would slow Trump takeover of party and committee,"Feb 24, 2024","As former President Donald Trump seeks to reshape the structure of the Republican National Committee, there are two resolutions circulating within the RNC that would potentially, if passed by members, slow the process down, according to a draft of ..."
https://www.cnn.com/2024/02/23/politics/trump-biden-racist/index.html,Trump suggests his mug shot and indictments appeal to Black voters,"Feb 24, 2024",Former President Donald Trump suggested Friday that his criminal indictments and mug shot appeal to Black voters and claimed that “what’s happening to (him) happens to them.”
https://www.cnn.com/2024/02/24/politics/supreme-court-immunity-trump-delay/index.html,Why isn’t the Supreme Court moving faster on Trump’s immunity challenge?,"Feb 24, 2024",When special counsel Jack Smith asked the Supreme Court to reject former President Donald Trump’s immunity claims there was an unmistakable hue of urgency to the request.
https://www.cnn.com/2024/02/23/politics/election-2024-trump-history-south-carolina/index.html,How South Carolina could help Trump make GOP history,"Feb 24, 2024","The South Carolina GOP primary is usually the most important contest on the calendar, and Donald Trump appears poised for a big win and a chance to make history."
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-23-24/index.html,"February 23, 2024 - Russia-Ukraine news","Feb 23, 2024",US President Joe Biden marked the second anniversary of “Vladimir Putin’s vicious onslaught” on Ukraine by imposing sanctions on more than 500 targets in response to the death of Kremlin critic Alexey Navalny and Moscow’s ongoing full-scale ...
https://www.cnn.com/politics/live-news/election-news-south-carolina-02-23-24/index.html,February 23 - 2024 campaign updates,"Feb 23, 2024",Donald Trump and Nikki Haley hit the campaign trail in South Carolina Friday to make their final pitch to voters ahead of the state’s 2024 Republican presidential primary Saturday.
https://www.cnn.com/2024/02/23/politics/trump-judgment-civil-fraud-ruling/index.html,"Judge formally says Trump owes $454 million in civil fraud case, countdown starts for him to put up the money for appeal","Feb 23, 2024","A New York judge formally ordered Donald Trump to pay $454 million, including interest, on Friday, a move that will give the former president one month to post nearly half a billion dollars to appeal the fraud verdict."
https://www.cnn.com/2024/02/23/politics/trump-alabama-ivf-ruling/index.html,Trump expresses support for IVF as he calls on Alabama to find solution to issue that has GOP scrambling,"Feb 23, 2024",Former President Donald Trump said Friday that he supports women having access to in vitro fertilization in response to the Alabama Supreme Court’s IVF ruling and called on Alabama lawmakers to “act quickly to find an immediate solution” to keep the ...
https://www.cnn.com/2024/02/23/politics/wisconsin-ethics-panel-trump-fundraising-prosecution/index.html,Wisconsin ethics panel recommends criminal prosecution for a Trump fundraising committee,"Feb 23, 2024",A Wisconsin ethics panel is recommending that local prosecutors pursue criminal charges against one of Donald Trump’s fundraising arms and several other Republican committees that it alleges violated state campaign finance law in an ...
https://www.cnn.com/2024/02/23/politics/gavin-newsom-cnntv/index.html,California Gov. Gavin Newsom says Haley is a strong surrogate for Democrats,"Feb 23, 2024",California Gov. Gavin Newsom joked Friday that Nikki Haley — the onetime South Carolina governor and the last remaining major rival to Donald Trump in the GOP presidential primary — is a strong surrogate for Democrats.
https://www.cnn.com/2024/02/23/politics/trump-rnc-whatley/index.html,Trump looks to Whatley as he plans to reshape RNC,"Feb 23, 2024","Even though he hasn’t officially clinched the 2024 Republican nomination for president, Donald Trump has looked to reshape the structure of the national party to better suit his desires for the general election and beyond. The former president has ..."
https://www.cnn.com/2024/02/23/politics/tim-scott-trump-haley-south-carolina/index.html,Tim Scott takes center stage in Trump-Haley battle as South Carolina primary approaches,"Feb 23, 2024","Former President Donald Trump’s campaign released this week a new ad attacking former South Carolina Gov. Nikki Haley ahead of Saturday’s South Carolina GOP primary. But instead of featuring Trump’s voice, it highlighted attacks against Haley ..."
https://www.cnn.com/2024/02/23/politics/elise-stefanik-trump/index.html,From doubter to devotee: How New York’s Elise Stefanik emerged as a top Trump ally,"Feb 23, 2024",As some Republicans were agonizing over the party’s disappointing 2022 midterm election performance – and occasionally laying the blame at the feet of former President Donald Trump – New York Rep. Elise Stefanik tripled down.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-22-24/index.html,"February 22, 2024 - Russia-Ukraine news","Feb 22, 2024",The Biden administration will impose a fresh slate of sanctions on more than 500 targets on Friday in response to opposition figure Alexey Navalny’s death and just one day before the two-year anniversary of Russia’s invasion.
https://www.cnn.com/us/live-news/nasa-odysseus-moon-landing-intuitive-machines-scn/index.html,Odysseus becomes first US spacecraft to land on moon in over 50 years,"Feb 22, 2024","The Odysseus lunar lander, nicknamed “Odie” or IM-1, became the first US-made spacecraft to touch down on the moon in 50 years."
https://www.cnn.com/2024/02/22/politics/trump-moves-dismiss-classified-documents-case/index.html,"Trump seeks to dismiss Mar-a-Lago classified documents case, citing in part presidential immunity","Feb 22, 2024","In four expansive filings Thursday evening, Donald Trump moved to dismiss the criminal indictment he faces for keeping classified information at his Mar-a-Lago residence, arguing that the charges, as well as the special counsel, lack legitimacy."
https://www.cnn.com/2024/02/22/politics/trump-engoron-civil-fraud-order/index.html,Judge rejects Trump’s request to delay finalizing the $355 million civil fraud order,"Feb 22, 2024",The judge overseeing the $355 million civil fraud case has denied Donald Trump’s request to delay the judgment for a month.
https://www.cnn.com/2024/02/22/politics/biden-bully-pulpit-trump-russia/index.html,Biden embraces bully pulpit as he escalates fight against Trump and GOP over Russia,"Feb 22, 2024",President Joe Biden is embracing his bully pulpit as he calls out resistance from former President Donald Trump and Republicans on Ukraine and Russia.
https://www.cnn.com/2024/02/22/politics/ron-desantis-vice-president-trump/index.html,DeSantis says he wouldn’t serve as Trump’s vice president but doesn’t rule out 2028 run,"Feb 22, 2024","Florida Gov. Ron DeSantis said he has no intention of serving as vice president and left open the possibility of another White House run in 2028, according to three sources on a private call Wednesday with his supporters and those who ..."
https://www.cnn.com/2024/02/22/politics/putin-trump-us-election-analysis/index.html,Putin looms over a third successive US election,"Feb 22, 2024","“Russia, Russia, Russia.” Ex-President Donald Trump’s scathing catch phrase for a torrent of investigations during his administration also serves as an apt catch-all for the current meltdown over Moscow roiling US politics."
https://www.cnn.com/2024/02/22/politics/cpac-trump-republican-president-election/index.html,CPAC or TPAC? This year’s conservative gathering is all about Trump,"Feb 22, 2024","This year’s Conservative Political Action Conference, which began Wednesday, is scheduled to be a four-day fete with one man at the center: Donald Trump."
https://www.cnn.com/2024/02/21/politics/biden-putin-crazy-sob/index.html,Biden calls Putin a ‘crazy SOB’ and criticizes Trump’s Navalny comments during fundraiser,"Feb 22, 2024","President Joe Biden called Russian President Vladimir Putin “a crazy SOB” in a fundraiser Wednesday in San Francisco, according to the pool reporters traveling with the US president."
https://www.cnn.com/2024/02/22/politics/haley-trump-criminal-trials/index.html,Haley looks to Trump’s trials as she commits to extending campaign,"Feb 22, 2024",Nikki Haley’s recent comments suggest that she sees a sweet spot for her campaign as former President Donald Trump’s legal drama intensifies – and potentially results in a criminal conviction – in the coming months.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-21-24/index.html,"February 21, 2024 - Russia-Ukraine news","Feb 21, 2024","Discontent toward Russian President Vladimir Putin in Russian society is on the rise, according to his former speechwriter who noted that Russian success in the eastern town of Avdiivka will be a key factor to “suppress this discontent” and “strengthen ..."
https://www.cnn.com/2024/02/21/opinions/trump-europe-security-nato-us-andelman/index.html,Opinion: Europe is already painting Trump out of its defense picture,"Feb 22, 2024","Given Donald Trump’s NATO threats and congressional inaction on Ukraine, Europe is moving away from America and toward self-sufficiency, writes David A. Andelman."
https://www.cnn.com/2024/02/21/politics/trump-engoron-fraud-ruling-delay/index.html,Trump asks judge to delay enforcing the $355 million civil fraud decision for one month,"Feb 22, 2024",Former President Donald Trump asked the judge overseeing the civil fraud case to delay enforcing the $355 million judgment against him for one month.
https://www.cnn.com/2023/08/21/business/humacyte-russia-yushvaev/index.html,Editor’s Note: This article is under editorial review and has been removed.,"Feb 21, 2024",
https://www.cnn.com/2024/02/21/opinions/trump-media-truth-social-election-zurawik/index.html,Opinion: This overshadowed Trump ruling may be the one that matters most,"Feb 21, 2024","The SEC’s approval of a merger between Trump Media & Technology Group and Digital World Acquisition Corp. could have even larger implications for Trump’s bank account — and, more importantly, the 2024 presidential election and the role of ..."
https://www.cnn.com/2024/02/21/politics/fact-check-trump-attack-ad-nikki-haley-gas-tax/index.html,Fact check: Trump attack ad omits key context about Haley’s stance on gas tax,"Feb 21, 2024","Days before South Carolina’s Republican presidential primary, former President Donald Trump’s campaign has released an ad attacking rival Nikki Haley over her supposed stance on the state’s gasoline tax when she served as governor."
https://www.cnn.com/2024/02/21/politics/campaign-finance-takeaways-january/index.html,"Biden and Democrats build cash edge over Trump and GOP, plus other campaign finance takeaways","Feb 21, 2024","President Joe Biden’s political operation has expanded its financial advantage over Donald Trump’s campaign as the two men hurtle toward an expected general election confrontation, new filings show."
https://www.cnn.com/2024/02/21/politics/trump-legal-navalny-legacy-analysis/index.html,Trump co-opts Navalny’s legacy as a smokescreen for his own legal morass,"Feb 21, 2024",Alexey Navalny died a political martyr after returning home to confront Russian President Vladimir Putin’s brutal rule. But that’s not stopping Donald Trump from coopting his heroic legacy to suggest false equivalence with his own legal troubles.
https://www.cnn.com/2024/02/21/us/5-things-to-know-for-feb-21-presidential-race-super-bowl-rally-russian-spies-middle-east-frozen-embryos/index.html,"5 things to know for Feb. 21: Presidential race, Super Bowl rally, Russian spies, Middle East, Frozen embryos","Feb 21, 2024",CNN’s 5 Things brings you the news you need to know every morning.
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-20-24/index.html,"February 20, 2024 - Russia-Ukraine news","Feb 20, 2024","Russian troops are expected to continue to advance into the eastern town of Avdiivka after Ukrainian forces withdrew, according to a Ukrainian commander. Meanwhile, Ukraine said it repelled Russian attacks toward the southeastern region of ..."
https://www.cnn.com/2024/02/20/politics/trump-legal-rulings-navalny-death/index.html,Trump likens court ordering him to pay millions in civil fraud case to Navalny’s death,"Feb 20, 2024",Former President Donald Trump on Tuesday likened his $355 million fine for fraudulently inflating the value of his properties to the death of Russian opposition leader Alexey Navalny.
https://www.cnn.com/2024/02/20/politics/legal-bills-trump-fec-report/index.html,Trump racked up more legal bills in January that his political donors helped pay,"Feb 20, 2024","Donald Trump’s leadership PAC paid out more than $2.9 million to law firms last month as his legal troubles mounted and racked up an additional $1.9 million in unpaid legal bills at the end of January, according to a filing Tuesday night with ..."
https://www.cnn.com/2024/02/20/politics/kemp-trump-special-counsel-2020-cnntv/index.html,Georgia Gov. Kemp reveals he was interviewed by special counsel in 2020 election interference case,"Feb 20, 2024","Georgia Republican Gov. Brian Kemp, who resisted intense pressure from former President Donald Trump to overturn the 2020 election results in his state, revealed Tuesday that he has been interviewed by special counsel Jack Smith’s office."
https://www.cnn.com/2024/02/20/opinions/george-santos-republican-attention-suing-kimmel-filipovic/index.html,Opinion: George Santos is one of the few Republicans who finally took things too far,"Feb 20, 2024","George Santos seems to have taken his outrageous behavior too far, writes Jill Filipovic. But he’s not slinking away. And why would he? Today’s Republican Party seems tailor-made — or, more accurately, Trump-made — exactly for a guy like him."
https://www.cnn.com/2024/02/20/politics/nikki-haley-2024-campaign/index.html,"Ahead of South Carolina primary, Nikki Haley vows to stay in the race until ‘the last person votes’","Feb 20, 2024","Republican presidential candidate Nikki Haley on Tuesday reiterated her plans to continue her White House bid against former President Donald Trump, just five days ahead of the South Carolina Primary."
https://www.cnn.com/2024/02/20/politics/joe-biden-donald-trump-wild-comments/index.html,Biden instructed aides to dial up attacks on Trump’s wild comments,"Feb 20, 2024","President Joe Biden personally directed his senior campaign aides in recent days to focus more aggressively on former President Donald Trump’s inflammatory comments, according to two sources familiar with the president’s edict."
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-02-19-24/index.html,"February 19, 2024 - Russia-Ukraine news","Feb 19, 2024",The Russian flag has been raised in several parts of Avdiivka in the eastern Donetsk region after Ukrainian forces beat a hasty retreat from the town they’ve been defending for a decade.
https://www.cnn.com/2024/02/20/asia/putin-kim-jong-un-gift-car-intl-hnk/index.html,"Putin gifts car to Kim Jong Un in sign of ‘special personal relations,’ North Korean state media reports","Feb 20, 2024","Russian President Vladimir Putin has presented a car to his North Korean counterpart Kim Jong Un, North Korean state media said Tuesday, in another sign of warming ties between the two countries that have raised concerns in the United States."
https://www.cnn.com/cnn-underscored/deals/best-presidents-day-sales-2024-02-19,273 best Presidents Day 2024 sales to shop this holiday weekend,"Feb 19, 2024","CNN Underscored editors searched the internet to find all the best early Presidents Day sales from major brands, including Wayfair, Amazon and Casper."
https://www.cnn.com/2024/02/19/politics/trump-navalny-death-response/index.html,Trump avoids condemning Russia for Navalny’s death,"Feb 19, 2024",Former President Donald Trump has so far declined to publicly condemn Russia and President Vladimir Putin for the death of Alexey Navalny and has baselessly suggested he is being politically persecuted in the same way the Russian opposition leader was.
https://www.cnn.com/2024/02/19/opinions/trump-high-top-trainers-legal-cost-obeidallah/index.html,Opinion: Trump is going to have to sell a lot of sneakers to pay his judgments,"Feb 19, 2024",Dean Obeidallah writes on Trump’s new line of gaudy high-top sneakers and wonders if the former president may be feeling pressed for cash amid legal financial blows.
https://www.cnn.com/presidents-day-open-closed/index.html,What’s open and closed on Presidents’ Day,"Feb 19, 2024","Most Americans associate Presidents’ Day with a day off work or an opportunity to snag good deals in stores. The holiday, which falls on the third Monday of February, is officially named “Washington’s Birthday” in honor of America’s first president, ..."
https://www.cnn.com/2024/02/19/asia/europe-is-nervous-about-a-potential-trump-win-china-sees-an-opportunity/index.html,Europe is nervous about a potential Trump win. China sees an opportunity,"Feb 19, 2024","China’s top diplomat Wang Yi had a message for his European counterparts over the weekend: no matter how the world changes, China will be “consistent and stable.”"
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-02-18-24/index.html,"February 18, 2024 Israel-Hamas war","Feb 18, 2024","Nasser Hospital, which had been the largest medical facility still functioning in Gaza, is now out of service due to a raid by Israeli forces, the World Health Organization said Sunday. Follow for live updates."
https://www.cnn.com/2024/02/17/politics/trump-sneakers-pay-millions-new-york-trial/index.html,Trump launches sneaker line a day after judge’s order to pay nearly $355 million,"Feb 18, 2024","Former President Donald Trump on Saturday launched a sneaker line, a day after he and his companies were ordered by a judge to pay nearly $355 million in his New York civil fraud trial."
https://www.cnn.com/2024/02/18/politics/haley-trump-nato-comments/index.html,Haley calls Trump’s NATO comments ‘bone-chilling’ and empowering to Putin,"Feb 18, 2024",Republican presidential candidate Nikki Haley called former President Donald Trump’s recent NATO comments “bone-chilling” and empowering to Russian President Vladimir Putin.
https://www.cnn.com/2024/02/18/politics/jake-tapper-political-scandals-what-matters/index.html,Why Jake Tapper made a new series about pre-Trump political scandals,"Feb 18, 2024","There’s a funny, interesting and very sad new series on CNN featuring Jake Tapper."
https://www.cnn.com/2024/02/18/politics/taylor-swift-maga-popular/index.html,Taylor Swift would win any popularity contest against MAGA,"Feb 18, 2024",Some fans of former President Donald Trump believe pop star Taylor Swift has been employed in a kind of covert government operation to prop up Joe Biden’s reelection bid and have therefore tried to stigmatize her.
https://www.cnn.com/2024/02/18/us/5-things-february-18-trnd/index.html,"Start your week smart: Trump ruling, Alexey Navalny, Virginia explosion, aid for Ukraine, Kansas City mourning","Feb 18, 2024",CNN’s 5 Things brings you the news you need to start your week smart.
https://www.cnn.com/2024/02/18/opinions/navalny-putin-trump-biden-choices-column-galant/index.html,Opinion: One man who stood up to a dictatorship,"Feb 18, 2024",The sudden death of the most prominent critic of Russian President Vladimir Putin came at a time when the rivals for the US presidency are clashing over supporting Ukraine in its effort to fight off the Russian invasion
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-02-17-24/index.html,"February 17, 2024 Israel-Hamas war","Feb 17, 2024","Gazans are fleeing the southernmost city of Rafah and heading north amid intensified airstrikes and an anticipated Israeli ground operation, according to a UN body."
https://www.cnn.com/2024/02/17/politics/trump-michigan-election-swing-state/index.html,"Trump returns to Michigan with eyes on a Biden rematch, but legal woes loom over campaign","Feb 17, 2024",Former President Donald Trump returned to the Wolverine State on Saturday with both the Republican presidential race and this crucial 2024 battleground altered considerably since his last visit some five months ago.
https://www.cnn.com/2024/02/17/politics/biden-democrats-attack-trump-abortion-report/index.html,Biden and Democrats attack Trump over abortion after report that he supports a 16-week ban,"Feb 17, 2024","President Joe Biden and his allies attacked Donald Trump over abortion after the New York Times reported the former president has privately expressed support for a 16-week national ban, as Democrats center the politically potent issue ahead of ..."
https://www.cnn.com/2024/02/17/politics/fact-check-trump-nikki-haley-supported-obama/index.html,Fact check: Trump falsely claims Nikki Haley supported Obama over Republican opponent Romney,"Feb 17, 2024","Former President Donald Trump has started making a fictional claim about the political past of Nikki Haley, his remaining opponent for the Republican presidential nomination."
